Country,Bank,Date,Activos y Contingentes Ponderados (AYCP),Capital Nivel 1 (C1),Capital Nivel 1 + 2 (C1+2),C1 / AYCP,C1+2 / AYCP,Patrimonio Neto/Activos y Contingentes Totales,Activos y Contingentes/Patrimonio (veces),Préstamos Vencidos/Patrimonio Neto,Préstamos Vigentes/Préstamos Totales,Previsiones/Préstamos Vencidos,Previsiones/Préstamos Vigentes,Cartera Vencida/Cartera Total - Morosidad,Cartera Vencida/Cartera Total Neta de Previsiones,Renovados/Cartera,Refinanciados/Cartera,Reestructurados/Cartera,RRR+Medidas transitorias/Cartera,Vencidos+RRR+Medidas transitorias/Cartera,Cuenta Corriente,A la Vista,Plazo Fijo,CDA,Títulos de Inversión,Intereses Devengados,Local,Extranjera,Utilidad antes de Impuesto/Activo (Anual),Utilidad antes de Impuesto/Patrimonio (Anual),Disponible + Inversiones Temporales/Depósitos,Disponible + Inversiones Temporales/Pasivo,Activo/Pasivo,Activo/Pasivo + Contingencias,Gastos Personales/Gastos Administrativos,Gastos Personales/Margen Operativo,Gastos Administrativos/Margen Operativo,Gastos Personales/Depósitos (Anual),Gastos Administrativos/Depósitos (Anual),RRR/Cartera
Paraguay,Banco Itaú Paraguay S.A.,9/30/2019,12443696.8,1500000,1916319,0.120542956,0.153999172,0.108424128,9.223039377,0.127659823,0.972534701,0.927647018,0.026197629,0.027465299,0.010791565,0.175850537,0.001549544,0.002525522,0.179925604,0.207390903,0.38096634,0.409520262,0.008607571,0.196539824,0,0.004366003,0.559607802,0.440392198,0.04050852,0.410417907,0.448089604,0.380913356,1.144684172,0.962126737,0.350687691,0.139835627,0.398746892,0.016060588,0.045797411,
Paraguay,Banco Continental S.A.E.C.A.,9/30/2019,12050502.1,2128509,2627521,0.176632391,0.21804245,0.128993212,7.752345891,0.13543298,0.971304487,1.273159252,0.03761329,0.028695513,0.015918144,0.140255376,0.007139016,0.024951769,0.180221862,0.208917375,0.28768674,0.222441946,0.012961223,0.465038133,0,0.011871958,0.587467795,0.412532205,0.023037669,0.187884978,0.413895915,0.320786032,1.160915614,1.068434211,0.388100645,0.172700183,0.444988136,0.012685086,0.032685042,
Paraguay,Banco Regional S.A.E.C.A.,9/30/2019,11602883.1,1499041,1647633,0.129195562,0.142002034,0.091386358,10.94255223,0.143635882,0.982281174,1.142756753,0.020613556,0.017718826,0.009475101,0.092270598,0.000227688,0.052452959,0.144951245,0.162670071,0.217759046,0.26428763,0,0.505618701,0,0.012334623,0.422600756,0.577399244,0.013322446,0.150047336,0.284175495,0.200063323,1.108445079,1.028031566,0.517937366,0.254888504,0.492122255,0.017529152,0.033844154,
Paraguay,Banco BASA S.A.,9/30/2019,4607035.5,432723,628959,0.093926561,0.136521414,0.083079996,12.03659189,0.163219772,0.978768992,1.133148113,0.024579729,0.021231008,0.006520378,0.146582406,0.007885477,0.001257515,0.15582729,0.177058298,0.197101452,0.182277407,5.56125E-08,0.610600664,0,0.010020421,0.362320509,0.637679491,0.024180747,0.335775755,0.287465141,0.213767091,1.096221102,1.03226891,0.509899764,0.262186173,0.514191595,0.021090155,0.041361375,
Paraguay,Visión Banco S.A.E.C.A.,9/30/2019,5262553.9,529696,768417,0.100653791,0.146015987,0.081991223,12.19642734,0.433811256,0.950220487,0.645303412,0.033805722,0.049779513,0.033662954,0.082765915,0.027907752,0.015292529,0.141141752,0.190921265,0.197037347,0.271722225,0.001188446,0.518332196,0,0.011719787,0.830924087,0.169075913,0.005882046,0.072955432,0.27206686,0.235293207,1.091354784,1.06697734,0.546210222,0.294548383,0.539258277,0.04135668,0.075715683,
Paraguay,Banco Río S.A.E.C.A.,9/30/2019,2115916.5,312417,353841,0.147650912,0.167228244,0.12279153,8.143884159,0.342218708,0.93251336,0.310449868,0.022467473,0.06748664,0.056034238,0.109806922,0.027174031,0.078440098,0.236638171,0.304124811,0.086694745,0.143410467,0.13399434,0.6224258,0,0.013474648,0.584514223,0.415485777,0.013000147,0.112763059,0.210986329,0.184960268,1.141827773,1.126950691,0.447904257,0.492673264,1.09995218,0.018369654,0.041012457,
Paraguay,Banco Familiar S.A.E.C.A.,9/30/2019,3700747.5,507747,686291,0.137201201,0.185446589,0.144776433,6.907201521,0.211960822,0.956427689,1.312468397,0.059792582,0.043572311,0.026923329,0.174296049,0.011058777,0.021275863,0.207068351,0.250640662,0.250128638,0.309805488,0,0.426448689,0,0.013617186,0.732503421,0.267496579,0.02999744,0.226484382,0.360858123,0.288720506,1.179703216,1.111309756,0.414889473,0.208184347,0.501782668,0.043772705,0.105504497,
Paraguay,Banco Atlas S.A.,9/30/2019,3836590.3,374828,580217,0.097698209,0.151232463,0.100180021,9.982030205,0.260995402,0.959404595,1.02998622,0.043581934,0.040595405,0.016661806,0.09500909,0.007746374,0.039578091,0.144851123,0.185446529,0.289078398,0.31866481,0.000628495,0.380633949,0,0.010994348,0.44400727,0.55599273,0.032134595,0.388334847,0.401335258,0.33517705,1.116113965,1.070162121,0.451726238,0.182743737,0.404545324,0.019334099,0.042800478,
Paraguay,Banco para la Comercialización y Producción S.A. - Bancop S.A.,9/30/2019,1762565.8,189225,253610,0.107357694,0.143886827,0.077859992,12.84356665,0.109076123,0.988554346,1.204684981,0.013948053,0.011445654,0.002996305,0.062843901,0.002504167,0.003850884,0.069198952,0.080644606,0.118598158,0.277312685,0,0.590072617,0,0.01401654,0.463844929,0.536155071,0.00995442,0.135458468,0.274232331,0.204441589,1.087333323,1.051235952,0.467536334,0.276857388,0.592162295,0.014867365,0.031799379,
Paraguay,Grupo Internacional de Finanzas S.A.E.C.A. - INTERFISA BANCO,9/30/2019,1719743.3,166482,228189,0.096806308,0.132687826,0.081083883,12.33290722,0.356838068,0.956577946,0.752652239,0.03416523,0.043422054,0.019145684,0.076107871,0.006434168,0.00335085,0.089310008,0.132732061,0.15242672,0.173852694,0.059284144,0.597931551,0,0.016504891,0.640548065,0.359451935,0.007123894,0.090021729,0.278134067,0.249354456,1.092079298,1.046527969,0.531561572,0.365354839,0.687323649,0.03580254,0.067353514,
Paraguay,Banking System Paraguay,9/30/2019,85504046.8,11390948,14981481,0.133221156,0.175213707,0.110214043,9.073253952,0.174236938,0.96942552,0.968784385,0.030554259,0.03057448,0.015188548,0.126976778,0.006599271,0.022957462,0.160261654,0.190836134,0.258242775,0.313252483,0.013158257,0.406608187,0,0.008738297,0.547293107,0.452706893,0.024722486,0.244232699,0.363356033,0.296170536,1.134038961,1.047968695,0.450296679,0.208182998,0.46232408,0.019037218,0.042277055,
Paraguay,Banco Nacional de Fomento,12/31/2019,5679381.5,1640289,1718167,0.288814724,0.302527133,0.183644933,5.44529044,0.107294068,0.962178309,1.009631595,0.039687004,0.037821691,0.016950834,0.125492555,0.002185859,0.023612362,0.162978705,0.200800397,0.29924116,0.41995197,0.0441884,0.231929252,0,0.004689219,0.762068414,0.237931586,0.039373511,0.252499389,0.502193001,0.472275121,1.237058919,1.173907678,0.520906135,0.230994468,0.443447395,0.027464354,0.052724189,
Paraguay,Banco de la Nación Argentina,12/31/2019,350985,78979,70077,0.225021012,0.199658105,0.135807202,7.363379756,0.416680703,0.928798471,0.891046001,0.068307431,0.071201529,0.013883543,0.438955098,0.003852051,0,0.44280715,0.514008679,0.177047561,0.248885733,0.000729515,0.571565349,0,0.001771842,0.188621664,0.811378336,0.003926741,0.029505851,0.290507157,0.269303084,1.158186758,1.150590087,0.681856572,0.500861593,0.734555644,0.040671288,0.059647863,
Paraguay,Banco GNB Paraguay S.A.,12/31/2019,5736060,814366,941364,0.141973062,0.164113346,0.111964834,8.931375749,0.125786742,0.978571286,1.216139407,0.026630971,0.021428714,0.008106764,0.195573461,0.021329989,0.008388622,0.228121543,0.249550257,0.155337662,0.39071223,0.001787665,0.445729414,0,0.006433029,0.42027455,0.57972545,0.020764241,0.210527586,0.299319056,0.263806649,1.132742557,1.0759015,0.399620978,0.146750118,0.367223258,0.008998014,0.022516371,
Paraguay,Banco Do Brasil S.A.,12/31/2019,618180.5,93010,105291,0.150457674,0.17032404,0.112508998,8.888177978,0.194383319,0.964252653,0.944225889,0.035004903,0.035747347,0.008032007,0,0,0,0,0.035747347,0.103167935,0.009234089,0.008821709,0.873248242,0,0.005528026,0.172322307,0.827677693,0.003630627,0.032217372,0.507862961,0.398680195,1.130904854,1.09520046,0.40581832,0.321105946,0.791255421,0.0121303,0.029890963,
Paraguay,Citibank N.A.,12/31/2019,712546.7,161448,299810,0.226578833,0.420758387,0.197456544,5.064405466,0.036481393,0.97211223,0.284273026,0.00815517,0.02788777,0.026485303,0.110399713,0,0,0.110399713,0.138287483,0.639878646,0.341160003,0.007484302,0.011085915,0,0.000391134,0.488143319,0.511856681,0.081440529,0.568270529,0.638459211,0.563275439,1.267815562,1.164724585,0.291800202,0.107379679,0.36799042,0.016855105,0.057762487,
Paraguay,Banco Bilbao Vizcaya Argentaria Paraguay S.A.,12/31/2019,7808510.6,903797,1434940,0.11574512,0.183766159,0.094271056,10.60770976,0.224789369,0.969327258,1.155934699,0.036577622,0.030672742,0.008798411,0.118625569,0.001915698,0.042921994,0.163463261,0.194136003,0.24219069,0.389123692,0.021286789,0.342064394,0,0.005334436,0.512790205,0.487209795,0.018701708,0.229516981,0.338284946,0.30316892,1.109460798,1.054953887,0.447708415,0.203421688,0.454361993,0.013033398,0.029111355,
Paraguay,Sudameris Bank S.A.E.C.A.,12/31/2019,6382202.7,594381,983509,0.093131013,0.154101812,0.069513765,14.38564003,0.159461177,0.984536537,0.952860134,0.014965943,0.015463463,0.007752135,0.07106209,0.004243291,0.007617265,0.083445278,0.098908741,0.183822655,0.259034455,0.000461079,0.549153736,0,0.007528075,0.497121029,0.502878971,0.012947404,0.197722505,0.245259904,0.171501262,1.083762484,0.966596956,0.416975011,0.222514539,0.533639986,0.015236234,0.03653992,
Paraguay,Banco Itaú Paraguay S.A.,12/31/2019,12611587.2,1500000,1916319,0.118938241,0.151949074,0.112575581,8.882921099,0.095169583,0.9769932,1.058544508,0.024927217,0.0230068,0.007911703,0.159757354,0.001597613,0.002203537,0.164557037,0.187563836,0.371697888,0.403565783,0.009628438,0.211460487,0,0.003647404,0.593919537,0.406080463,0.041883054,0.441929908,0.484397148,0.438771067,1.153374113,0.953961736,0.354985614,0.142057855,0.400179189,0.015190112,0.042790781,
Paraguay,Banco Continental S.A.E.C.A.,12/31/2019,12725785.4,2128509,2628601,0.167259539,0.206557074,0.130665385,7.653136265,0.081672224,0.982411253,1.940822327,0.034747802,0.017588747,0.007250922,0.133375986,0.007055514,0.027201425,0.174984285,0.192573032,0.267365555,0.247150728,0.013273526,0.462727467,0,0.009482724,0.579776322,0.420223678,0.023522273,0.19739255,0.396895879,0.29727709,1.164505385,1.063983675,0.381935985,0.169349219,0.443396867,0.012753811,0.033392536,
Paraguay,Banco Regional S.A.E.C.A.,12/31/2019,11753931,1493161,1423050,0.127035032,0.121070134,0.092646932,10.79366553,0.122123744,0.984799661,3.39805667,0.052448854,0.015200339,0.008167601,0.082098,0.000313232,0.05469461,0.18720479,0.202405129,0.214183448,0.238159142,0,0.536020635,0,0.011636774,0.41210306,0.58789694,0.010013742,0.109859311,0.275741036,0.198042879,1.111360328,1.019011585,0.516383688,0.253102308,0.490143888,0.017915616,0.034694389,
Paraguay,Banco BASA S.A.,12/31/2019,4876849.2,432723,696337,0.088730035,0.142784198,0.083892842,11.91996806,0.13425013,0.982372535,1.255553842,0.022529367,0.017627465,0.004405977,0.16300403,0.00859975,0.001146769,0.172847463,0.190474928,0.203616786,0.187628743,3.21657E-05,0.599867406,0,0.0088549,0.385917648,0.614082352,0.024053502,0.349915982,0.292250567,0.215662068,1.098753543,1.018887498,0.504200187,0.260056365,0.515779985,0.020794485,0.041242518,
Paraguay,Visión Banco S.A.E.C.A.,12/31/2019,5505463.1,542359,764079,0.098512875,0.1387856,0.08154501,12.26316606,0.316218086,0.964675078,1.042086068,0.038159594,0.035324922,0.018489564,0.085514123,0.026447265,0.013456768,0.147574882,0.182899804,0.202496886,0.280100532,0.001218,0.504774328,0,0.011410254,0.835994418,0.164005582,0.005949057,0.075343669,0.277223383,0.239903588,1.090690498,1.067773793,0.542253901,0.291304869,0.5372112,0.039790963,0.073380685,
Paraguay,Banco Río S.A.E.C.A.,12/31/2019,2176890,310418,343534,0.142597008,0.157809536,0.125965656,7.938671784,0.160180937,0.969570476,0.723585856,0.02270941,0.030429524,0.025852098,0.105292661,0.02938263,0.080176811,0.234856016,0.26528554,0.099837888,0.135495164,0,0.751031313,0,0.013635635,0.604065742,0.395934258,0.010042223,0.085360916,0.191683186,0.167559669,1.146120536,1.130427446,0.45345551,0.435840551,0.961153942,0.019313749,0.04259238,
Paraguay,Banco Familiar S.A.E.C.A.,12/31/2019,3895066.9,507747,684660,0.130356426,0.175776185,0.143182926,6.984072965,0.207968579,0.957190108,1.262014943,0.056443044,0.042809892,0.027127486,0.168907621,0.009641987,0.016621481,0.195514228,0.23832412,0.255111567,0.294375183,0,0.436190323,0,0.014322928,0.764594123,0.235405877,0.028837906,0.224963043,0.337742607,0.276439825,1.18186029,1.086003891,0.41556419,0.208009832,0.50054802,0.041707166,0.100362752,
Paraguay,Banco Atlas S.A.,12/31/2019,3914538.2,374828,582109,0.095752802,0.148704386,0.109287341,9.15019062,0.235160192,0.962647982,1.122523076,0.043555383,0.037352018,0.013220172,0.071455622,0.004178564,0.038269407,0.118518175,0.155870193,0.310397808,0.31647568,0.000644166,0.361414442,0,0.011067903,0.466493835,0.533506165,0.033404586,0.393185677,0.32764969,0.27657713,1.129590901,1.069495374,0.44898944,0.18462699,0.411205639,0.020445065,0.045535738,
Paraguay,Banco para la Comercialización y Producción S.A. - Bancop S.A.,12/31/2019,1832309.7,189225,254340,0.103271297,0.138808412,0.07304276,13.69061084,0.099335715,0.989756448,1.466876401,0.015181538,0.010243552,0.002282309,0.060314225,0.00298794,0.004050984,0.067353149,0.077596702,0.153888092,0.273512736,0,0.559986053,0,0.01261312,0.494027492,0.505972508,0.009800589,0.147610003,0.286934691,0.208643001,1.081321204,1.047775875,0.459884907,0.26600334,0.578412851,0.013910275,0.030247297,
Paraguay,Grupo Internacional de Finanzas S.A.E.C.A. - INTERFISA BANCO,12/31/2019,1718370.4,186438,209820,0.108496981,0.122104059,0.075887953,13.17732204,0.344694515,0.960544908,0.763142642,0.031346648,0.039455092,0.016536285,0.076800942,0.006344531,0.002613004,0.088220897,0.127675989,0.169755065,0.186602865,0.053030891,0.574449304,0,0.016161876,0.633983591,0.366016409,-0.007864685,-0.104097799,0.256763867,0.235366893,1.085334277,1.044451343,0.535111095,0.37439938,0.699666636,0.036048183,0.067365793,
Paraguay,Banking System Paraguay,12/31/2019,88264012.7,11951678,15209002,0.135408278,0.172312605,0.111642305,8.957177989,0.137793852,0.97552123,1.382416441,0.034688999,0.02447877,0.01052865,0.120135128,0.006728277,0.024446232,0.162942066,0.187420836,0.255114921,0.311094518,0.010736212,0.414964963,0,0.008089387,0.557958038,0.442041962,0.02356963,0.237394833,0.360376335,0.295736582,1.137132512,1.042105226,0.447679815,0.209584378,0.468156864,0.019102784,0.04267064,
Paraguay,Banco Nacional de Fomento,3/31/2020,5971323.8,1728871,2121476,0.289528932,0.355277334,0.192802651,5.186650673,0.128000684,0.953980069,0.943757547,0.045526797,0.046019931,0.020008369,0.136677421,0.001978495,0.024019801,0.173726659,0.21974659,0.288380384,0.430838273,0.039369566,0.234916297,0,0.00649548,0.772449458,0.227550542,0.042511424,0.22253878,0.560062993,0.531200578,1.252594656,1.184458015,0.624882143,0.242033075,0.387325958,0.029758274,0.047622219,
Paraguay,Banco de la Nación Argentina,3/31/2020,372206,78979,70296,0.212191636,0.188863156,0.130111914,7.685691288,0.415394892,0.932492203,0.916340292,0.066338479,0.067507797,0.01326091,0.433087122,0.006613868,0,0.439700991,0.507208788,0.169359995,0.416276168,0.001125288,0.410585358,0,0.002653192,0.180682368,0.819317632,0.005484793,0.042369624,0.289317212,0.259650273,1.150512677,1.143331077,0.649920765,0.542575832,0.834833817,0.040069409,0.06165276,
Paraguay,Banco GNB Paraguay S.A.,3/31/2020,5785639.7,814366,1013923,0.140756432,0.17524821,0.10958601,9.1252524,0.11990945,0.979146487,1.400020856,0.029817145,0.020853513,0.005812736,0.217485575,0.015616935,0.023159601,0.258903129,0.279756642,0.157409887,0.390111947,0.000498017,0.445003224,0,0.006976925,0.419045576,0.580954424,0.017345812,0.157289429,0.338240914,0.30063438,1.128862813,1.078143821,0.381342767,0.152126833,0.398924134,0.008650589,0.02268455,
Paraguay,Banco Do Brasil S.A.,3/31/2020,636238.5,95974,108337,0.150845948,0.170277341,0.109354477,9.144572979,0.301283351,0.94897069,0.885034247,0.047591235,0.05102931,0.012860041,0,0,0,0,0.05102931,0.090512101,0.043153124,0.012720222,0.846245725,0,0.007368827,0.141756527,0.858243473,-0.024430352,-0.219630037,0.522250855,0.382351951,1.125155695,1.103808385,0.446420134,0.334629999,0.749585364,0.013803198,0.030919748,
Paraguay,Citibank N.A.,3/31/2020,727126.1,161448,322896,0.222035765,0.44407153,0.195267592,5.121177508,0,1,--,0.007681797,0,0,0.371120097,0,0,0.371120097,0.371120097,0.685559208,0.281945929,0.021609045,0.010540998,0,0.00034482,0.406686764,0.593313236,0.066214803,0.347959324,0.637236425,0.537129752,1.257811125,1.183838492,0.308389429,0.138843801,0.45022231,0.01696705,0.055018262,
Paraguay,Banco Bilbao Vizcaya Argentaria Paraguay S.A.,3/31/2020,7847803,903797,1567007,0.115165607,0.19967461,0.095252814,10.49837756,0.239090242,0.966146373,1.123069352,0.039352185,0.033853627,0.009951177,0.131303545,0.002285082,0.049615128,0.183203755,0.217057382,0.241272527,0.38337394,0.01775457,0.351235857,0,0.006363106,0.494479034,0.505520966,0.017297996,0.180671322,0.367245353,0.326753745,1.110674011,1.056553593,0.431797956,0.196253691,0.454503519,0.011643527,0.02696522,
Paraguay,Sudameris Bank S.A.E.C.A.,3/31/2020,6970008,617702,1055266,0.088622854,0.151400974,0.069305184,14.42893512,0.144320991,0.986057357,1.122376859,0.015870172,0.013942643,0.006179649,0.072876531,0.008108927,0.005989954,0.087486317,0.10142896,0.190664308,0.224021459,0.000214777,0.576229843,0,0.008869612,0.504201233,0.495798767,0.011881376,0.159894984,0.267816987,0.188546665,1.0834428,0.966886604,0.440304814,0.234465806,0.532507932,0.016088056,0.036538451,
Paraguay,Banco Itaú Paraguay S.A.,3/31/2020,12485946.7,1500000,2695734,0.120135064,0.21590145,0.114718969,8.716954243,0.099203891,0.975283893,1.157095533,0.029323664,0.024716107,0.007946061,0.164281717,0.001791606,0.001896835,0.168964102,0.193680209,0.369256652,0.425366011,0.007681193,0.194096154,0,0.003599991,0.563191553,0.436808447,0.028862676,0.229588914,0.530823101,0.475661082,1.152616973,0.978669944,0.353443703,0.153766703,0.435052886,0.015221058,0.043065013,
Paraguay,Banco Continental S.A.E.C.A.,3/31/2020,12144705.4,2128509,3055384,0.1752623,0.251581566,0.13657704,7.32187487,0.106955333,0.975478955,1.498711651,0.037673777,0.024521045,0.012543485,0.131111325,0.007082893,0.025282074,0.17098091,0.195501956,0.271373448,0.26652212,0.012940297,0.438520951,0,0.010643183,0.583852944,0.416147056,0.018431825,0.129864771,0.416342132,0.327737958,1.171101467,1.082666992,0.392320535,0.188512663,0.480506743,0.012708482,0.03239311,
Paraguay,Banco Regional S.A.E.C.A.,3/31/2020,11075501.1,1493161,1561428,0.134816564,0.140980348,0.089659819,11.15326812,0.211337974,0.972020009,1.966102334,0.056595054,0.027979991,0.017555008,0.088392546,0.000260703,0.056387614,0.190465568,0.218445559,0.226560753,0.247211082,0,0.513007107,0,0.013221058,0.403198895,0.596801105,0.000512065,0.005331995,0.371732335,0.259199949,1.106386096,1.024273609,0.537487946,0.291098322,0.541590419,0.017988035,0.033466862,
Paraguay,Banco BASA S.A.,3/31/2020,5141052.9,465318,847764,0.090510253,0.164900851,0.07857584,12.72655821,0.170151176,0.976587375,1.087374764,0.026068633,0.023412625,0.008867095,0.186090773,0.002285375,0.001144579,0.189618983,0.213031608,0.191161626,0.225728367,9.542E-05,0.573862376,0,0.009152212,0.377349898,0.622650102,0.018044742,0.226969417,0.373603858,0.273539984,1.091195705,1.020370041,0.518602798,0.252671096,0.487215066,0.01939384,0.037396327,
Paraguay,Visión Banco S.A.E.C.A.,3/31/2020,5405537.4,550620,780062,0.101862213,0.144307946,0.083294249,12.00563084,0.414469003,0.952919429,0.802567893,0.039652203,0.047080571,0.028050766,0.089872013,0.026122579,0.011802933,0.148925232,0.196005803,0.199678636,0.277646999,0.001252986,0.510156896,0,0.011264483,0.811425072,0.188574928,0.004535651,0.053812457,0.284519557,0.247233287,1.09300008,1.06787871,0.539796043,0.279682666,0.518126558,0.037199238,0.068913507,
Paraguay,Banco Río S.A.E.C.A.,3/31/2020,2224547.5,318949,376595,0.143377024,0.169290609,0.12880861,7.763456184,0.231305669,0.955631718,0.523821696,0.02432011,0.044368282,0.03596187,0.108005877,0.025576579,0.077801277,0.229332447,0.273700729,0.084315345,0.135601353,0,0.766201838,0,0.013881464,0.597794128,0.402205872,0.004126443,0.031923554,0.150293317,0.133760523,1.149708989,1.135458768,0.467300265,0.431857916,0.924155085,0.020749687,0.044403328,
Paraguay,Banco Familiar S.A.E.C.A.,3/31/2020,3915074.5,507747,820320,0.129690252,0.20952858,0.149114173,6.706270633,0.250456507,0.947495016,1.062066534,0.05885391,0.052504984,0.034446099,0.232065685,0.007396359,0.01470408,0.254516085,0.307021069,0.249239345,0.268590638,0,0.466732871,0,0.015437145,0.764503077,0.235496923,0.026076074,0.169756764,0.339393138,0.274717161,1.189895865,1.098097952,0.411342448,0.212460706,0.51650567,0.042572126,0.103495581,
Paraguay,Banco Atlas S.A.,3/31/2020,3892523.2,424828,730618,0.109139491,0.187697789,0.105482691,9.480228379,0.241911715,0.961766067,1.119083815,0.044487924,0.038233933,0.013693824,0.078608196,0.004097145,0.041085529,0.128426161,0.166660094,0.326212588,0.325719099,0.000742562,0.337360812,0,0.009964939,0.443019155,0.556980845,0.030182363,0.291237664,0.421420536,0.348098001,1.124211343,1.06728193,0.487003836,0.204679098,0.420282311,0.020925517,0.042967868,
Paraguay,Banco para la Comercialización y Producción S.A. - Bancop S.A.,3/31/2020,1895025.5,189225,280781,0.099853538,0.148167399,0.069093187,14.47320711,0.12395581,0.987187749,1.448834507,0.01880375,0.012812251,0.003408808,0.058112303,0.002858154,0.003829624,0.064800081,0.077612332,0.153608439,0.324784245,0,0.508901143,0,0.012706173,0.43143295,0.56856705,0.007921377,0.114096717,0.350388036,0.261593735,1.076704004,1.041855059,0.43843607,0.231359401,0.527692444,0.0124186,0.028324768,
Paraguay,Grupo Internacional de Finanzas S.A.E.C.A. - INTERFISA BANCO,3/31/2020,1698625.3,223392,239428,0.131513407,0.140953982,0.08714641,11.47494202,0.375149067,0.950427299,0.760498408,0.039666327,0.049572701,0.020335103,0.083536311,0.00518768,0.001999137,0.09306479,0.142637491,0.189443698,0.184482458,0.050920808,0.560636116,0,0.014516919,0.640523965,0.359476035,-0.014314473,-0.158464515,0.271130186,0.24967693,1.09930259,1.056829791,0.43725151,0.36688631,0.839073853,0.036528332,0.083540781,
Paraguay,Banking System Paraguay,3/31/2020,88188884.6,12202886,17647315,0.138372155,0.200108155,0.112655758,8.876599123,0.163817918,0.969781252,1.208296458,0.037650972,0.030218748,0.013974018,0.130937724,0.006236149,0.02533302,0.172927698,0.203146446,0.256487666,0.318887084,0.009520443,0.406355124,0,0.008749683,0.544195066,0.455804934,0.018299849,0.15691685,0.402590519,0.33049539,1.137454152,1.050599756,0.456386256,0.219857503,0.481735592,0.018883216,0.041375514,
Paraguay,Banco Nacional de Fomento,6/30/2020,7064959.8,1728871,2058885,0.244710663,0.29142204,0.158472338,6.310249542,0.155381565,0.952269231,0.939096667,0.047070518,0.047730769,0.019894861,0.109150493,0.001537521,0.01902253,,,0.303565761,0.463890537,0.048920242,0.178032148,0,0.00559131,0.800868691,0.199131309,0.029694331,0.19935444,0.581063164,0.550405982,1.195885593,1.149667376,0.542197677,0.216148738,0.398653014,0.020012826,0.036910571,0.129710543
Paraguay,Banco de la Nación Argentina,6/30/2020,347790.5,80912,72229,0.232645803,0.207679623,0.132053631,7.572680855,0.369609662,0.937183294,0.952953185,0.063873716,0.062816706,0.010865152,0.452047873,0.004527054,0,,,0.175545119,0.63246931,0.000709062,0.190098467,0,0.001178042,0.178956134,0.821043866,0.005708327,0.044097368,0.303326616,0.287985833,1.152475261,1.149978393,0.683194822,0.559539144,0.819003784,0.039251474,0.057452828,0.456574928
Paraguay,Banco GNB Paraguay S.A.,6/30/2020,5412324.9,846586,1008781,0.156418178,0.186385891,0.113363103,8.821212294,0.136793552,0.974635435,1.331896136,0.034662157,0.025364565,0.00845626,0.205387035,0.00727144,0.026198429,,,0.168114816,0.404654212,0.000543095,0.420376336,0,0.00631154,0.414239443,0.585760557,0.012988613,0.11658663,0.363527038,0.327282382,1.132855645,1.09023592,0.376447095,0.166104694,0.441243128,0.008872718,0.023569629,0.238856904
Paraguay,Banco Do Brasil S.A.,6/30/2020,592142.5,95974,108337,0.162079229,0.18295765,0.095317842,10.49121529,0.188888145,0.966592383,0.809768989,0.027987446,0.033407617,0.012657619,0.002965869,0,0,,,0.106673744,0.457646397,0.032673881,0.393565621,0,0.009440358,0.13482294,0.86517706,-0.011285306,-0.116651586,1.023418466,0.469568266,1.107105483,1.089069197,0.451514905,0.319727363,0.70812139,0.018318385,0.040570943,0.002965869
Paraguay,Citibank N.A.,6/30/2020,763237.7,161448,322896,0.211530431,0.423060863,0.205295824,4.871019677,0,1,--,0.007938904,0,0,0.323366899,0,0,,,0.610231129,0.363498482,0.016971387,0.008932309,0,0.000366693,0.436910989,0.563089011,0.060628994,0.321092547,0.745088405,0.580406932,1.276136716,1.193844243,0.317998533,0.136122716,0.428060828,0.01926333,0.06057679,0.323366899
Paraguay,Banco Bilbao Vizcaya Argentaria Paraguay S.A.,6/30/2020,7513023.6,903797,1452033,0.120297373,0.193268793,0.096185113,10.39661931,0.21783861,0.966162081,1.24977066,0.04377075,0.033837919,0.008323983,0.15184593,0.006810649,0.054393494,,,0.250065465,0.408910217,0.016020281,0.320387213,0,0.004616825,0.491753753,0.508246247,0.01643394,0.176655941,0.439410578,0.393617596,1.111703068,1.059136829,0.430757643,0.196288199,0.455681293,0.011198531,0.02599729,0.213050073
Paraguay,Sudameris Bank S.A.E.C.A.,6/30/2020,7045438.9,711024,1055270,0.10091976,0.149780591,0.06674671,14.98201186,0.247480839,0.976948561,0.60781499,0.014341605,0.023051439,0.015981556,0.10238877,0.002525313,0.005801439,,,0.195618351,0.272074266,6.17008E-05,0.522926901,0,0.009318781,0.491771401,0.508228599,0.012904133,0.192559117,0.300621522,0.200884324,1.078631673,0.981083535,0.424356285,0.214877753,0.506361659,0.013735198,0.032367137,0.110715522
Paraguay,Banco Itaú Paraguay S.A.,6/30/2020,12601430.6,1883000,2695734,0.149427478,0.213922854,0.118741383,8.421663776,0.081551794,0.97865116,1.259638029,0.027478444,0.02134884,0.005172505,0.186928583,0.001977209,0.001621034,,,0.38436084,0.43105378,0.007837523,0.173663411,0,0.003084446,0.572383946,0.427616054,0.033458684,0.277076287,0.498634429,0.458534501,1.157719785,0.98904489,0.365941367,0.15336749,0.419103999,0.014350348,0.039214884,0.190526827
