,Country,Bank,Date,Month,Year,Quarter,Net Interest Income,Interest Income,Loans_IS,Other Interest Income,Interest Expenses,Deposits,Borrowings,Other Interest Expenses,Net Other Operating Income,Dividends,Fees and Commissions,Trading Gains,Other Market Sentiment Income,Net FX Position,Other,Operating Income,Operating Expenses,Personal,Operating Expenses_,Depreciation and Amortization,Operating Profits Before Provisions,Loans Provisions,Other Asset Provisions,Operating Profits,Non-Operating Income,Non-Operating Expenses,Net Income Before Taxes,Taxes,Discontinued Operations,Net Income Before Minority Interests,Minority Interest in Consolidated Subsidiaries,Net Income,Total Assets,AVG Total Assets,Total Assets Market Share,Cash and Deposits,Securities,Repos_Assts,Hold to Collect,Hold to Collect and Sale,Other_Sec,Derivatives_Assts,Loans_Assts,YoY Loan Growth,Consumer,Residential Mortages,Commercial/Corporate,Goverment,Other_Loans,(-) Loan Loss Reserves (LLR),Investments in Affiliates,Net Foreclosed Assets,Fixed Assets,Goodwill and Other Intangibles,Other Assets,Total Liabilities,Deposits_Liablts,Deposits Market Share,Savings,Current,Term,Repos_Liablts,Borrowings_Liablts,Bonds,Derivatives_Liablts,Other Liabilities,Subordinated Debt,Other Hybrid Instruments,Equity,AVG Equity,Common Stock,Hybrid Capital,Retained Earnings and Other Reserves,Revaluation of Assets,Net Income Equity,Capital regulatorio USD,Risk Weighted Asset,Anualized Factor Index,Minimum Regulatory Capital Adequacy Ratio (CAR),Non-Performing Loans (NPL),Gross Loan Portfolio (GLP),YoY GLP Growth,GLP Market Share,NPLs / Gross Loan Portfolio (GLP),LLR/ NPLs,LLR/GLP,Regulatory CAR,CAR Headroom,Equity / Assets,OCER (NPLs - LLRs) / Equity,Internal Capital Generation,ROAA,ROAE,Operating Profits / Average Assets,(Savings + Current) / Total Liabilities,Market Funds / Total Liabilities,(Cash and Deposits + Securities) / Total Assets,GLP / Deposits
10,Paraguay,"Banco para la Comercialización y 
Producción S.A. - Bancop S.A.",2019-03-31,3,2019,2019-Q1,18146.844429,43551.96829300001,43551.96829300001,0,25405.123864,0,25405.123864,0,5344.301936999997,0,986.2105030000002,3689.07398,-293.683189000003,0,962.7006429999996,23491.146366,13217.402064,6244.57063,6538.191911,434.639523,10273.744302,-4300.630729,0,5973.113573000001,348.828332,0,6321.941905000001,500.0,0,5821.941905000001,0,5821.941905000001,2394245.768842,,0.017991062972396818,330991.345419,161933.503345,0,0,0,0,42780.205843,1718585.154144,,0,0,0,0,0,-32668.384736,0,12276.16976,5102.7031,0,122576.687231,2198336.350306,1636926.641558,0.017247347449816756,469041.862006,228140.190153,939744.589399,0,387039.610549,61813.7,0,112556.398199,0,0,195909.418536,,162147.399295,0,27940.077336,0,5821.941905,126672.4333266009,1592814.3,4.0,0.12,4399.68858,1751253.53888,,0.019334516229950433,0.0025123081737289652,7.425158427008486,0.018654286207405925,0.09072481169905663,-0.02927518830094336,0.08182510796740532,-0.22316375720923046,0.11887007676315817,,,,0.3171407560366979,0.028118399621329903,0.2058789683075885,1.0698424073623638
11,Paraguay,Banco Regional S.A.E.C.A.,2019-03-31,3,2019,2019-Q1,136194.1877990001,286956.533358,286956.533358,0,150762.345559,0,150762.345559,0,43613.68355500028,0,25799.123551,16560.927764,-9468.483787999721,0,10722.116028,179807.8713540004,92883.346972,48935.51253599999,39327.706259,4620.128177000001,86924.52438200035,-38922.427831,0,48002.09655100035,-2793.433617,0,45208.66293400035,3587.558567,0,41621.10436700035,0,41621.10436700035,17077795.260591,,0.12832754847535802,2680360.42804,714897.346901,0,0,0,0,263817.479182,12552043.435968,,0,0,0,0,0,-286655.38237,0,129185.703752,128777.141734,0,608713.725014,15398313.067882,11037250.997304,0.11629311785172848,3229536.613116,2357433.070366,5450281.313821999,0,3811797.564462,128269.69696,0,420994.809156,0,0,1679482.192709,,1104232.86,0,533628.2283419999,0,41621.104367,994441.6987167753,10801201.6,4.0,0.12,76400.464061,12838698.818338,,0.1417441993198512,0.005950794947528042,3.7520110105761573,0.02232744816480618,0.08504968638322075,-0.03495031361677925,0.09834303357556937,-0.21143011056385944,0.09912842076608297,,,,0.36282998396333255,0.008330113590659913,0.19881124718575077,1.163215262702101
12,Paraguay,Banco Río S.A.E.C.A.,2019-03-31,3,2019,2019-Q1,442.3971670000101,41349.94370800001,41349.94370800001,0,40907.546541,0,40907.546541,0,2226.851391039987,0,2687.115551,281.10943,-735.0798909600126,0,-6.293698999999947,2669.248558039998,19470.35106,8246.43822,10771.099624,452.813216,-16801.10250196,21404.490748,0,4603.388246040002,5062.125929000001,0,9665.514175040003,993.669669,0,8671.844506040003,0,8671.844506040003,3022259.30267834,,0.02271014034607502,494763.72156104,67909.317142,0,0,0,0,63051.344944,1907606.89118421,,0,0,0,0,0,-64909.06570769999,0,148427.275009,40558.789594,0,299941.96324409,2699177.75406422,2307348.98839031,0.024311199219577757,330192.829099,255879.044967,1721277.11432431,0,196098.610108,59211.055085,0,136519.10048091,0,0,323081.5486141199,,313239.6,0,1170.10410808,0,8671.84450604,233880.2962205977,2223206.5,4.0,0.12,70824.334976,1972515.95689191,,0.021777338880784484,0.0359055827804799,0.9164797061588437,0.032906737956116254,0.10519953779399156,-0.014800462206008433,0.10690067140427148,0.025291866668069714,0.10736415673675535,,,,0.217129780794739,0.02193670090672777,0.18617629473566233,0.8548840972114965
13,Paraguay,Banking System Paraguay,2019-03-31,3,2019,2019-Q1,1401302.41228055,2329945.54042371,2329945.54042371,0,928643.1281431599,0,928643.1281431599,0,772243.7104772145,0,338591.1517416,148193.60295631,63577.18005683459,0,221881.77572247,2173546.122757765,1017204.33047386,467884.51847589,487977.0499375201,61342.76206045,1156341.792283904,-379180.8583746001,0,777160.9339093042,49519.85959125999,0,826680.7935005642,66836.20063647999,0,759844.5928640842,0,759844.5928640842,133079728.1136431,,1.0,25210293.94618914,11407284.28406789,0,0,0,0,1726716.64914992,87921614.16350317,,0,0,0,0,0,-2654923.570975699,0,945529.0738307601,844252.8439261699,0,5024037.1529761,117526098.0667178,94908892.29899473,1.0,31622940.66089847,24903491.88182379,38382459.75627248,0,15359753.45578833,2539152.20452071,0,4718300.10741401,0,0,15553630.04692539,,7590433.615905849,0,7203351.83815545,0,759844.5928640899,9043318.428637035,82408402.49999999,4.0,0.12,1106608.32400986,90576537.73447889,,1.0,0.012217383791527042,2.399153804803698,0.029311382808189134,0.15281736206686644,0.032817362066866446,0.11687452527437843,-0.17121096190341642,0.19541279831695332,,,,0.4809691929926326,0.021605007281695603,0.27515519267508226,0.9543524904824778
14,Paraguay,Citibank N.A.,2019-03-31,3,2019,2019-Q1,12197.98046677,15246.89988,15246.89988,0,3048.91941323,0,3048.91941323,0,50494.03262196,0,1421.59150341,4839.530091310007,5467.667277039989,0,38765.2437502,62692.01308873,15506.27510168,4674.97652077,10260.32943671,570.9691442,47185.73798704999,102.6760464,0,47288.41403345,3335.18608459,0,50623.60011804,4459.34456948,0,46164.25554856,0,46164.25554856,2075313.81875394,,0.01559451501870917,655927.97784182,383543.31534789,0,0,0,0,11202.95303071,898017.92131534,,0,0,0,0,0,-2931.97708412,0,0.0,20152.74945044,0,106468.90176774,1736660.4862398,1360350.17566153,0.014333221500214884,273268.00350372,966180.85121156,120901.32094625,0,256352.6873418,1053.65419968,0,118903.96903679,0,0,338653.33251414,,80724.18558785,0,211764.89137773,0,46164.25554856,119336.802407447,775339.5,4.0,0.12,0.0,900949.8983994599,,0.009946835250432674,0.0,inf,0.0032543175700765004,0.10793994703165236,-0.01206005296834764,0.1631817460346668,-0.0245689261398966,0.5452685813641888,,,,0.7136966980799583,0.000606712830762541,0.5008742696147175,0.6622926320874207
15,Paraguay,Interfisa Banco S.A.E.C.A.,2019-03-31,3,2019,2019-Q1,31132.07899378,55024.75113770999,55024.75113770999,0,23892.67214393,0,23892.67214393,0,15328.81365865008,0,4086.55910462,0.0,642.1129077600781,0,10600.14164627,46460.89265243008,32507.85956937,17272.34477112,14245.192985,990.32181325,13953.03308306008,-9763.48913611,0,4189.543946950076,3.27391567,0,4192.817862620076,0.0,0,4192.817862620076,0,4192.817862620076,2179981.23286763,,0.016381016581323647,379736.66369107,78332.230013,0,0,0,0,39854.58815441999,1473140.31157283,,0,0,0,0,0,-44209.77921251,0,11896.70539176,16948.04694973,0,180072.68709482,1983679.03999502,1835069.97498254,0.019335068933282417,320730.07993908,319533.85671113,1194806.03833233,0,70239.87656182,52086.42092903,0,26282.76752163,0,0,196302.19287261,,117134.8,0,74974.57500998999,0,4192.81786262,140279.3074817811,1633913.5,4.0,0.12,18662.90077686,1517350.09078534,,0.01675213171907039,0.012299666958994664,2.368858932547367,0.029136175943172218,0.07952743350345415,-0.04047256649654585,0.0900476526645996,-0.18211437520083226,0.0854359862467965,,,,0.32276589293992713,0.026257484138744926,0.21012515465626683,0.8268622512881434
16,Paraguay,Sudameris Bank S.A.E.C.A.,2019-03-31,3,2019,2019-Q1,72837.06567200003,144141.951221,144141.951221,0,71304.885549,0,71304.885549,0,20754.92153200004,0,11217.756326,4418.605379999999,2495.498859000043,0,2623.060966999999,93591.98720400006,55307.382893,23887.405386,28560.219808,2859.757699,38284.60431100006,-21863.08358,0,16421.52073100006,13522.920136,0,29944.44086700006,2695.0,0,27249.44086700006,0,27249.44086700006,8388739.308733001,,0.06303544069138357,1076611.76351,315032.776209,0,0,0,0,112447.088435,6427031.892397,,0,0,0,0,0,-106408.420089,0,179733.879839,62583.24683,0,215298.661513,7716648.133625,5602963.647187,0.05903518112439656,1634157.587797,1103634.77792,2865171.28147,0,1672759.162234,289528.679382,0,151396.644822,0,0,672091.175108,,359224.279,0,285617.455241,0,27249.440867,426523.249410557,5842512.899999999,4.0,0.12,41029.772625,6533440.312486,,0.0721317073483035,0.006279964408121761,2.5934440597938853,0.016286736389960404,0.08585479432159727,-0.03414520567840272,0.08011825738920354,-0.1532827285601698,0.1621770490447001,,,,0.3547903595328099,0.03752000536611094,0.16589436010608224,1.166068660068168
17,Paraguay,Visión Banco S.A.E.C.A.,2019-03-31,3,2019,2019-Q1,127244.915048,201250.574696,201250.574696,0,74005.659648,0,74005.659648,0,78647.48700299997,0,42069.557981,9608.11502,-279.7292410000227,0,27249.543243,205892.402051,108393.339906,58127.783198,46296.763212,3968.793496,97499.06214499999,-79036.808195,0,18462.25394999998,-696.321442,0,17765.93250799998,3806.87486,0,13959.05764799998,0,13959.05764799998,6883067.591917,,0.05172138303468145,1065345.39482,498086.475622,0,0,0,0,137037.447171,4774010.901776999,,0,0,0,0,0,-160403.283557,0,29643.400155,93857.591681,0,285086.380691,6285790.482399999,5451600.271641999,0.05744035294888529,1445453.191886,1098296.404843,2907850.674913,0,429539.475375,283047.360799,0,121603.374584,0,0,597277.1095169999,,346710.901862,0,236607.150007,0,13959.057648,430156.9895160249,5057714.0,4.0,0.12,220695.068534,4934414.185333999,,0.05447784060590851,0.04472568784151663,0.7268095504920106,0.03250705707553868,0.10973781986171904,-0.010262180138280952,0.08677484298111514,0.14016228132160555,0.0934846316764977,,,,0.40468253020068246,0.04502971608607113,0.2271417285336536,0.9051313264843929
18,Paraguay,Banco Atlas S.A.,2019-06-30,6,2019,2019-Q2,155205.777335,234844.947861,234844.947861,0,79639.170526,0,79639.170526,0,94545.24547100031,0,33723.13686799999,794.6450429999986,5994.679652000312,0,54032.783908,249751.0228060003,100937.354702,44973.869612,54186.70717,1776.77792,148813.6681040003,-53750.949393,0,95062.71871100033,7473.528569,0,102536.2472800003,7644.144288,0,94892.10299200033,0,94892.10299200033,6566945.178651,,0.04943016957533391,1683323.047608,743647.902958,0,0,0,0,67136.556219,3840218.639483,,0,0,0,0,0,-164078.60742,0,14576.532905,14991.100255,0,203051.399223,5808836.379387,4787304.088829,0.050201431051162426,1507447.385621,1487579.694146,1792277.009062,0,511359.159694,191232.343053,0,318940.787811,0,0,758108.799264,,187414.0,0,475802.696272,0,94892.102992,404866.4729153166,3641319.9,2.0,0.12,60311.720113,4004297.246903,,0.044272398306727044,0.015061749014673234,2.720509498196742,0.040975631253873955,0.17308315692684295,0.053083156926842956,0.11544314420784198,-0.2562990374574786,0.25033900960950484,,,,0.5155984579622575,0.032920938129984055,0.3695738101265153,0.8364409639752951
19,Paraguay,Banco BASA S.A.,2019-06-30,6,2019,2019-Q2,105577.426789,226500.265384,226500.265384,0,120922.838595,0,120922.838595,0,67856.34124799995,0,12221.874901,3318.137238999996,491.2361099999398,0,51825.09299800001,173433.7680369999,89975.665492,46425.959202,40745.60495,2804.10134,83458.10254499994,-11611.538341,0,71846.56420399994,6064.35245,0,77910.91665399994,11324.951819,0,66585.96483499995,0,66585.96483499995,6471075.230153001,,0.04870854518491862,1033810.982863,254123.773582,0,0,0,0,83256.170846,4411916.898285001,,0,0,0,0,0,-103343.949095,0,22804.802857,29877.394963,0,635285.206757,5928208.922033001,4437539.97341,0.04653367592247732,767552.60344,914257.464944,2755729.905026,0,507922.545947,333332.05,0,649414.352676,0,0,542866.3081200001,,277910.0,0,198370.343285,0,66585.964835,340050.3249305916,4238920.7,2.0,0.12,26897.407424,4515260.84738,,0.04992172517876509,0.005956999680230509,3.842152794354014,0.02288770296736362,0.12462484680447064,0.004624846804470645,0.08389120645521604,-0.2248094945552652,0.24531257084490565,,,,0.2836961535099282,0.056228121239304804,0.1990294828351962,1.017514405376787
20,Paraguay,Banco Bilbao Vizcaya Argentaria Paraguay S.A.,2019-06-30,6,2019,2019-Q2,216840.391571,374550.813633,374550.813633,0,157710.422062,0,157710.422062,0,102144.6627240001,0,43497.02956499999,25672.554181,16711.89309100015,0,16263.185887,318985.0542950002,141464.143931,62820.678595,64352.580282,14290.885054,177520.9103640002,-94659.343973,0,82861.56639100016,10312.786042,0,93174.35243300017,7543.0,0,85631.35243300017,0,85631.35243300017,12840589.644834,,0.0966526301536456,3456700.615536,750855.897338,0,0,0,0,110732.626322,8212578.806005999,,0,0,0,0,0,-353651.762934,0,42549.453954,89911.419357,0,177260.826321,11592186.337857,10465092.887643,0.10974081221807802,4357905.869644,2409093.626738,3698093.391261,0,549066.025366,291183.351434,0,286844.073414,0,0,1248403.306977,,450000.0,0,712771.9545440001,0,85631.352433,690950.8399826796,7419378.6,2.0,0.12,118551.864064,8566230.568939999,,0.09471014471482855,0.013839443511344782,2.9830974462205146,0.0412844085958057,0.12330493560093868,0.0033049356009386827,0.0972232071507133,-0.3402556090327546,0.1371853982674171,,,,0.5837552381540639,0.02511893295599231,0.32767626949022355,0.81855275064542
